deleted memory stats,12-12-2022_20:28:26
#################### MEMORY STATS 15/12/2022 00:39:10 ####################
Total memory,15.87 GB
Available memory,6.19 GB
In use memory,9.68 GB
Memory usage,6.19%
#################### MEMORY STATS 15/12/2022 00:39:11 ####################
Total memory,15.87 GB
Available memory,6.2 GB
In use memory,9.67 GB
Memory usage,6.2%
#################### MEMORY STATS 15/12/2022 00:39:12 ####################
Total memory,15.87 GB
Available memory,6.2 GB
In use memory,9.68 GB
Memory usage,6.2%
#################### MEMORY STATS 15/12/2022 00:39:13 ####################
Total memory,15.87 GB
Available memory,6.19 GB
In use memory,9.68 GB
Memory usage,6.19%
#################### MEMORY STATS 15/12/2022 00:39:15 ####################
Total memory,15.87 GB
Available memory,6.19 GB
In use memory,9.68 GB
Memory usage,6.19%
#################### MEMORY STATS 15/12/2022 00:39:16 ####################
Total memory,15.87 GB
Available memory,6.2 GB
In use memory,9.68 GB
Memory usage,6.2%
#################### MEMORY STATS 15/12/2022 00:39:17 ####################
Total memory,15.87 GB
Available memory,6.21 GB
In use memory,9.66 GB
Memory usage,6.21%
#################### MEMORY STATS 15/12/2022 00:39:18 ####################
Total memory,15.87 GB
Available memory,6.21 GB
In use memory,9.66 GB
Memory usage,6.21%
#################### MEMORY STATS 15/12/2022 00:39:20 ####################
Total memory,15.87 GB
Available memory,6.2 GB
In use memory,9.67 GB
Memory usage,6.2%
#################### MEMORY STATS 15/12/2022 00:39:21 ####################
Total memory,15.87 GB
Available memory,6.2 GB
In use memory,9.67 GB
Memory usage,6.2%
#################### MEMORY STATS 15/12/2022 00:39:22 ####################
Total memory,15.87 GB
Available memory,6.18 GB
In use memory,9.69 GB
Memory usage,6.18%
#################### MEMORY STATS 15/12/2022 00:39:23 ####################
Total memory,15.87 GB
Available memory,6.17 GB
In use memory,9.7 GB
Memory usage,6.17%
#################### MEMORY STATS 15/12/2022 00:39:25 ####################
Total memory,15.87 GB
Available memory,6.18 GB
In use memory,9.69 GB
Memory usage,6.18%
#################### MEMORY STATS 15/12/2022 00:39:26 ####################
Total memory,15.87 GB
Available memory,6.19 GB
In use memory,9.68 GB
Memory usage,6.19%
#################### MEMORY STATS 15/12/2022 00:39:27 ####################
Total memory,15.87 GB
Available memory,6.19 GB
In use memory,9.68 GB
Memory usage,6.19%
#################### MEMORY STATS 15/12/2022 00:39:28 ####################
Total memory,15.87 GB
Available memory,6.19 GB
In use memory,9.68 GB
Memory usage,6.19%
#################### MEMORY STATS 15/12/2022 00:39:30 ####################
Total memory,15.87 GB
Available memory,6.18 GB
In use memory,9.69 GB
Memory usage,6.18%
#################### MEMORY STATS 15/12/2022 00:39:31 ####################
Total memory,15.87 GB
Available memory,6.18 GB
In use memory,9.69 GB
Memory usage,6.18%
#################### MEMORY STATS 15/12/2022 00:39:32 ####################
Total memory,15.87 GB
Available memory,6.18 GB
In use memory,9.69 GB
Memory usage,6.18%
#################### MEMORY STATS 15/12/2022 00:39:33 ####################
Total memory,15.87 GB
Available memory,6.18 GB
In use memory,9.69 GB
Memory usage,6.18%
#################### MEMORY STATS 15/12/2022 00:39:35 ####################
Total memory,15.87 GB
Available memory,6.2 GB
In use memory,9.67 GB
Memory usage,6.2%
#################### MEMORY STATS 15/12/2022 00:39:36 ####################
Total memory,15.87 GB
Available memory,6.19 GB
In use memory,9.68 GB
Memory usage,6.19%
#################### MEMORY STATS 15/12/2022 00:39:37 ####################
Total memory,15.87 GB
Available memory,6.2 GB
In use memory,9.68 GB
Memory usage,6.2%
#################### MEMORY STATS 15/12/2022 00:39:38 ####################
Total memory,15.87 GB
Available memory,6.18 GB
In use memory,9.69 GB
Memory usage,6.18%
#################### MEMORY STATS 15/12/2022 00:39:40 ####################
Total memory,15.87 GB
Available memory,6.18 GB
In use memory,9.69 GB
Memory usage,6.18%
#################### MEMORY STATS 15/12/2022 00:39:41 ####################
Total memory,15.87 GB
Available memory,6.18 GB
In use memory,9.69 GB
Memory usage,6.18%
#################### MEMORY STATS 15/12/2022 00:39:42 ####################
Total memory,15.87 GB
Available memory,6.18 GB
In use memory,9.69 GB
Memory usage,6.18%
#################### MEMORY STATS 15/12/2022 00:39:43 ####################
Total memory,15.87 GB
Available memory,6.17 GB
In use memory,9.7 GB
Memory usage,6.17%
#################### MEMORY STATS 15/12/2022 00:39:45 ####################
Total memory,15.87 GB
Available memory,6.14 GB
In use memory,9.73 GB
Memory usage,6.14%
#################### MEMORY STATS 15/12/2022 00:39:46 ####################
Total memory,15.87 GB
Available memory,6.15 GB
In use memory,9.72 GB
Memory usage,6.15%
#################### MEMORY STATS 15/12/2022 00:39:47 ####################
Total memory,15.87 GB
Available memory,6.15 GB
In use memory,9.72 GB
Memory usage,6.15%
#################### MEMORY STATS 15/12/2022 00:39:49 ####################
Total memory,15.87 GB
Available memory,6.14 GB
In use memory,9.73 GB
Memory usage,6.14%
#################### MEMORY STATS 15/12/2022 00:39:50 ####################
Total memory,15.87 GB
Available memory,6.14 GB
In use memory,9.74 GB
Memory usage,6.14%
#################### MEMORY STATS 15/12/2022 00:39:51 ####################
Total memory,15.87 GB
Available memory,6.14 GB
In use memory,9.74 GB
Memory usage,6.14%
#################### MEMORY STATS 15/12/2022 00:39:52 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:39:54 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:39:55 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:39:56 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:39:57 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.75 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:39:59 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:40:00 ####################
Total memory,15.87 GB
Available memory,6.09 GB
In use memory,9.79 GB
Memory usage,6.09%
#################### MEMORY STATS 15/12/2022 00:40:01 ####################
Total memory,15.87 GB
Available memory,6.07 GB
In use memory,9.8 GB
Memory usage,6.07%
#################### MEMORY STATS 15/12/2022 00:40:02 ####################
Total memory,15.87 GB
Available memory,6.06 GB
In use memory,9.81 GB
Memory usage,6.06%
#################### MEMORY STATS 15/12/2022 00:40:04 ####################
Total memory,15.87 GB
Available memory,6.07 GB
In use memory,9.8 GB
Memory usage,6.07%
#################### MEMORY STATS 15/12/2022 00:40:05 ####################
Total memory,15.87 GB
Available memory,6.07 GB
In use memory,9.81 GB
Memory usage,6.07%
#################### MEMORY STATS 15/12/2022 00:40:06 ####################
Total memory,15.87 GB
Available memory,6.09 GB
In use memory,9.78 GB
Memory usage,6.09%
#################### MEMORY STATS 15/12/2022 00:40:07 ####################
Total memory,15.87 GB
Available memory,6.09 GB
In use memory,9.78 GB
Memory usage,6.09%
#################### MEMORY STATS 15/12/2022 00:40:09 ####################
Total memory,15.87 GB
Available memory,6.08 GB
In use memory,9.79 GB
Memory usage,6.08%
#################### MEMORY STATS 15/12/2022 00:40:10 ####################
Total memory,15.87 GB
Available memory,6.08 GB
In use memory,9.79 GB
Memory usage,6.08%
#################### MEMORY STATS 15/12/2022 00:40:11 ####################
Total memory,15.87 GB
Available memory,6.08 GB
In use memory,9.79 GB
Memory usage,6.08%
#################### MEMORY STATS 15/12/2022 00:40:13 ####################
Total memory,15.87 GB
Available memory,6.08 GB
In use memory,9.79 GB
Memory usage,6.08%
#################### MEMORY STATS 15/12/2022 00:40:14 ####################
Total memory,15.87 GB
Available memory,6.07 GB
In use memory,9.8 GB
Memory usage,6.07%
#################### MEMORY STATS 15/12/2022 00:40:15 ####################
Total memory,15.87 GB
Available memory,6.07 GB
In use memory,9.8 GB
Memory usage,6.07%
#################### MEMORY STATS 15/12/2022 00:40:16 ####################
Total memory,15.87 GB
Available memory,6.07 GB
In use memory,9.8 GB
Memory usage,6.07%
#################### MEMORY STATS 15/12/2022 00:40:18 ####################
Total memory,15.87 GB
Available memory,6.07 GB
In use memory,9.8 GB
Memory usage,6.07%
#################### MEMORY STATS 15/12/2022 00:40:19 ####################
Total memory,15.87 GB
Available memory,6.06 GB
In use memory,9.82 GB
Memory usage,6.06%
#################### MEMORY STATS 15/12/2022 00:40:20 ####################
Total memory,15.87 GB
Available memory,6.06 GB
In use memory,9.81 GB
Memory usage,6.06%
#################### MEMORY STATS 15/12/2022 00:40:21 ####################
Total memory,15.87 GB
Available memory,6.07 GB
In use memory,9.8 GB
Memory usage,6.07%
#################### MEMORY STATS 15/12/2022 00:40:23 ####################
Total memory,15.87 GB
Available memory,6.05 GB
In use memory,9.82 GB
Memory usage,6.05%
#################### MEMORY STATS 15/12/2022 00:40:24 ####################
Total memory,15.87 GB
Available memory,6.06 GB
In use memory,9.81 GB
Memory usage,6.06%
#################### MEMORY STATS 15/12/2022 00:40:25 ####################
Total memory,15.87 GB
Available memory,6.06 GB
In use memory,9.81 GB
Memory usage,6.06%
#################### MEMORY STATS 15/12/2022 00:40:26 ####################
Total memory,15.87 GB
Available memory,6.08 GB
In use memory,9.79 GB
Memory usage,6.08%
#################### MEMORY STATS 15/12/2022 00:40:28 ####################
Total memory,15.87 GB
Available memory,6.07 GB
In use memory,9.8 GB
Memory usage,6.07%
#################### MEMORY STATS 15/12/2022 00:40:29 ####################
Total memory,15.87 GB
Available memory,6.07 GB
In use memory,9.8 GB
Memory usage,6.07%
#################### MEMORY STATS 15/12/2022 00:40:30 ####################
Total memory,15.87 GB
Available memory,6.07 GB
In use memory,9.8 GB
Memory usage,6.07%
#################### MEMORY STATS 15/12/2022 00:40:31 ####################
Total memory,15.87 GB
Available memory,6.08 GB
In use memory,9.79 GB
Memory usage,6.08%
#################### MEMORY STATS 15/12/2022 00:40:33 ####################
Total memory,15.87 GB
Available memory,6.06 GB
In use memory,9.81 GB
Memory usage,6.06%
#################### MEMORY STATS 15/12/2022 00:40:34 ####################
Total memory,15.87 GB
Available memory,6.06 GB
In use memory,9.81 GB
Memory usage,6.06%
#################### MEMORY STATS 15/12/2022 00:40:35 ####################
Total memory,15.87 GB
Available memory,6.06 GB
In use memory,9.81 GB
Memory usage,6.06%
#################### MEMORY STATS 15/12/2022 00:40:36 ####################
Total memory,15.87 GB
Available memory,6.07 GB
In use memory,9.8 GB
Memory usage,6.07%
#################### MEMORY STATS 15/12/2022 00:40:38 ####################
Total memory,15.87 GB
Available memory,6.07 GB
In use memory,9.8 GB
Memory usage,6.07%
#################### MEMORY STATS 15/12/2022 00:40:39 ####################
Total memory,15.87 GB
Available memory,6.07 GB
In use memory,9.8 GB
Memory usage,6.07%
#################### MEMORY STATS 15/12/2022 00:40:40 ####################
Total memory,15.87 GB
Available memory,6.08 GB
In use memory,9.79 GB
Memory usage,6.08%
#################### MEMORY STATS 15/12/2022 00:40:42 ####################
Total memory,15.87 GB
Available memory,6.08 GB
In use memory,9.79 GB
Memory usage,6.08%
#################### MEMORY STATS 15/12/2022 00:40:43 ####################
Total memory,15.87 GB
Available memory,6.08 GB
In use memory,9.8 GB
Memory usage,6.08%
#################### MEMORY STATS 15/12/2022 00:40:48 ####################
Total memory,15.87 GB
Available memory,6.02 GB
In use memory,9.86 GB
Memory usage,6.02%
#################### MEMORY STATS 15/12/2022 00:40:49 ####################
Total memory,15.87 GB
Available memory,6.02 GB
In use memory,9.85 GB
Memory usage,6.02%
#################### MEMORY STATS 15/12/2022 00:40:50 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:40:52 ####################
Total memory,15.87 GB
Available memory,5.99 GB
In use memory,9.88 GB
Memory usage,5.99%
#################### MEMORY STATS 15/12/2022 00:40:53 ####################
Total memory,15.87 GB
Available memory,5.99 GB
In use memory,9.88 GB
Memory usage,5.99%
#################### MEMORY STATS 15/12/2022 00:40:54 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:40:56 ####################
Total memory,15.87 GB
Available memory,5.99 GB
In use memory,9.88 GB
Memory usage,5.99%
#################### MEMORY STATS 15/12/2022 00:40:57 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:40:58 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:40:59 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:01 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:02 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:03 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:04 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:06 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:07 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:08 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:09 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:11 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.88 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:12 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:13 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:15 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:16 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:17 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:18 ####################
Total memory,15.87 GB
Available memory,6.0 GB
In use memory,9.87 GB
Memory usage,6.0%
#################### MEMORY STATS 15/12/2022 00:41:20 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:21 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:22 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:23 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:25 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:26 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:27 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:29 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:30 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:31 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:32 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:34 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:35 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:36 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:37 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:39 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:40 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:41 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:42 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:44 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:45 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:46 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:47 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:49 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:50 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:51 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:41:53 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:41:54 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.75 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:41:55 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:41:56 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:41:58 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:41:59 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:00 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:01 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:03 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:04 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:05 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:42:06 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.75 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:08 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.75 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:09 ####################
Total memory,15.87 GB
Available memory,6.12 GB
In use memory,9.75 GB
Memory usage,6.12%
#################### MEMORY STATS 15/12/2022 00:42:10 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:11 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:13 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:14 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.75 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:15 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:16 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:18 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:19 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:20 ####################
Total memory,15.87 GB
Available memory,6.14 GB
In use memory,9.74 GB
Memory usage,6.14%
#################### MEMORY STATS 15/12/2022 00:42:21 ####################
Total memory,15.87 GB
Available memory,6.14 GB
In use memory,9.73 GB
Memory usage,6.14%
#################### MEMORY STATS 15/12/2022 00:42:23 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:24 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:25 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
#################### MEMORY STATS 15/12/2022 00:42:27 ####################
Total memory,15.87 GB
Available memory,6.13 GB
In use memory,9.74 GB
Memory usage,6.13%
